brain,condition,visp_pixels,total_pixels,visp_area,visp_fraction
D076_1L,control,80383,562500,11.6368225117,0.142903111111
D077_1L,control,52532,562500,6.06449058073,0.0933902222222
D078_1L,control,80081,562500,11.2919152522,0.142366222222
D079_3L,control,74285,562500,10.8652501317,0.132062222222
D077_2L,enucleated,25718,562500,6.41202056842,0.0457208888889
D078_2L,enucleated,26466,562500,6.50058478013,0.0470506666667
D079_4L,enucleated,29163,562500,7.198499768,0.0518453333333
D076_4L,enucleated,36622,562500,8.59105317494,0.0651057777778
