label,cell_type,mean_attention,sem,count
Lateral visual area,L2/3 IT,0.0329646789076,0.000677983252321,1966
Ectorhinal area,Car3,0.0329139845959,0.00301388348052,69
"Primary somatosensory area, unassigned",NP PPP/RSP,0.032874494791,0.0288082063198,2
"Retrosplenial area, lateral agranular part",L2/3 IT,0.0328731999752,0.000742463447666,987
Supplemental somatosensory area,L2/3 IT,0.0328639566859,0.000340045420732,5343
Gustatory areas,RSP/ACA ML,0.0328483581543,0.0,1
"Primary somatosensory area, mouth",PG,0.0328454272105,0.00908967748216,26
Anteromedial visual area,PG,0.0327432950338,0.00974265361823,3
Ectorhinal area,L4/5 IT,0.0326580545812,0.00225987252791,106
"Agranular insular area, dorsal part",BLAa,0.0326276620229,0.0121568088003,3
"Retrosplenial area, dorsal part",NP PPP/RSP,0.0325473491962,0.00120596779659,260
Ventral auditory area,L4/5 IT,0.0324532734157,0.000497565518074,1391
Perirhinal area,TR,0.0324260393778,0.00348829780481,6
"Primary somatosensory area, lower limb",L6 IT,0.0323597694658,0.000896782880673,785
"Primary somatosensory area, unassigned",L6 CT,0.0323466314492,0.00112028440769,781
Anteromedial visual area,L6 IT,0.0323419161141,0.0021637669125,224
Laterointermediate area,L2/3 IT,0.0323261740892,0.00120690485943,471
Temporal association areas,EPd,0.0323122391161,0.00339558010421,53
Posterior auditory area,L6b/CT,0.032283782959,0.00473123652185,13
Primary visual area,L2/3 IT,0.0322818740429,0.000332042701614,5628
Dorsal auditory area,L2/3 IT,0.0322729604048,0.000853796092483,1151
Cortical subplate,Unclear,0.0322551727295,0.0,1
"Anterior cingulate area, ventral part",ENT ML,0.0322408676147,0.0060704035153,10
Ectorhinal area,RSP/ACA UL,0.0321706136068,0.00148904831668,3
Ectorhinal area,RSP/ACA ML,0.0321625471115,0.0201245546341,2
"Retrosplenial area, ventral part",NP PPP/RSP,0.0321542353857,0.000746511887105,525
Ventral auditory area,ENT L6b,0.0321447948615,0.00296474675247,24
"Retrosplenial area, lateral agranular part",L5 IT,0.0321280836717,0.000700432771684,698
"Retrosplenial area, dorsal part",L6b,0.0321019114289,0.00198917653518,146
Infralimbic area,L6 CT,0.0319356918335,0.0,1
"Agranular insular area, ventral part",PIR UL,0.0319230159124,0.00439104154673,6
Prelimbic area,L6b/CT,0.031863451004,0.00177454948425,2
"Anterior cingulate area, ventral part",PIR UL,0.0318417549133,0.00200539470007,8
"Anterior cingulate area, ventral part",L5 ET,0.031829532273,0.000605208069415,501
"Anterior cingulate area, ventral part",RSP/ACA ML,0.0318291937001,0.00058592713718,512
Ventral auditory area,Car3,0.031761272134,0.000832681516062,621
Supplemental somatosensory area,EPd,0.0317234322429,0.00356026043569,24
Anterior area,BLAa,0.0317220687866,0.0,1
Prelimbic area,L6 IT,0.031699861799,0.00405889594346,7
Posterolateral visual area,L4/5 IT,0.0316612843386,0.00107735765971,291
"Retrosplenial area, ventral part",RSP/ACA UL,0.0316505396939,0.000250602945432,3557
posteromedial visual area,L4/5 IT,0.0316322158281,0.00131150010872,357
Postrhinal area,L4/5 IT,0.0316140331851,0.000736245647171,669
"Retrosplenial area, ventral part",L5 IT,0.0315973162651,0.00343066564219,20
Visceral area,AON,0.031533241272,0.00245664486225,3
"Retrosplenial area, dorsal part",RSP/ACA ML,0.0315120855477,0.000512633018613,1701
"Primary somatosensory area, barrel field",PIR UL,0.0314694462078,0.0056565177498,28
"Retrosplenial area, dorsal part",TR,0.0314399401347,0.00489820071959,3
"Anterior cingulate area, ventral part",L2/3 IT,0.0314158690558,0.000493990430901,553
Primary visual area,Car3,0.0314156252405,0.00298640960713,115
Postrhinal area,Car3,0.0313936552759,0.00309182782588,59
Posterolateral visual area,NP,0.0313876522215,0.00286368506416,38
"Agranular insular area, dorsal part",ENT UL,0.0313491821289,0.0,1
Temporal association areas,LA,0.0313382148743,0.00699883730507,12
Lateral visual area,L6 CT,0.0312793953302,0.000937223575667,665
"Primary somatosensory area, upper limb",L2/3 IT,0.0312580570099,0.000525766572412,2856
Posterolateral visual area,COA,0.031177520752,0.00294971466064,2
"Anterior cingulate area, dorsal part",L4/5 IT,0.0311637449729,0.000646762715463,411
"Agranular insular area, ventral part",EPd,0.0311616683394,0.0011947624914,123
Postrhinal area,ENT UL,0.0311173711504,0.00241842181243,28
Gustatory areas,EPd,0.031096308048,0.00339156560213,65
Posterolateral visual area,RSP/ACA ML,0.0310197671254,0.00573884543115,9
"Retrosplenial area, dorsal part",Low quality,0.0310126048114,0.000966552285746,448
"Orbital area, lateral part",L6b/CT,0.0309453010559,0.000831127166748,2
Anterolateral visual area,Car3,0.0309098254816,0.00317109071059,102
Ventral auditory area,L6b,0.0308539615551,0.00154232960923,142
Ectorhinal area,L6b,0.0308019421893,0.00120225609519,292
"Primary somatosensory area, barrel field",L5 IT,0.030795568889,0.000820880357365,942
"Anterior cingulate area, ventral part",EPd,0.0307809855487,0.00225779440246,37
posteromedial visual area,PG,0.0307719707489,0.015093954765,4
"Anterior cingulate area, ventral part",HIP SUB,0.0307692885399,0.00236321646805,24
Temporal association areas,AON,0.0307538509369,0.00509190559387,2
"Retrosplenial area, dorsal part",L2/3 IT,0.0307405182656,0.00134376385972,235
Visceral area,LA,0.0306756893794,0.00456399299466,6
Lateral visual area,L4/5 IT,0.0306650562083,0.000787622000067,1085
"Anterior cingulate area, dorsal part",PIR UL,0.0306590520419,0.00272462577784,13
"Retrosplenial area, lateral agranular part",ENT DL,0.0305928803505,0.00190309932848,94
Postrhinal area,L2/3 IT,0.030577400826,0.000572745094856,985
"Anterior cingulate area, dorsal part",BLAa,0.0304956436157,0.00363913801053,3
"Anterior cingulate area, ventral part",L6b/CT,0.0304451550648,0.00137774087339,157
Visceral area,L4/5 IT,0.0303762027868,0.000602600911989,1291
"Agranular insular area, ventral part",L6b/CT,0.0303249972207,0.00152454369462,70
Supplemental somatosensory area,L5 IT,0.030284687361,0.00111522586413,549
"Agranular insular area, dorsal part",NP PPP/RSP,0.0302619934082,0.00240302985158,3
posteromedial visual area,Low quality,0.030258761985,0.0092308459381,28
Primary motor area,HIP CA3,0.0301386912664,0.00799067683156,6
"Retrosplenial area, ventral part",Low quality,0.0301372301247,0.000665303756687,576
Cortical subplate,ENT UL,0.03009557724,0.0,1
"Primary somatosensory area, barrel field",L2/3 IT,0.0300901552353,0.000313439029581,6786
"Agranular insular area, dorsal part",BLA/BMA/PA,0.0300803184509,0.0,1
Primary auditory area,L5 ET,0.0300242875864,0.00120057289036,334
"Agranular insular area, dorsal part",PIR UL,0.0299994945526,0.00816684063771,5
"Primary somatosensory area, barrel field",AON,0.0299696624279,0.00621613698408,12
Posterior auditory area,L2/3 IT,0.0299512521207,0.00144654898463,385
Dorsal auditory area,L5 IT,0.0299248673699,0.00184922154176,220
"Retrosplenial area, lateral agranular part",L4/5 IT,0.0298890517148,0.000845980849773,574
"Retrosplenial area, ventral part",PPP,0.0298737182337,0.00210506301639,68
"Anterior cingulate area, ventral part",TT,0.0297991286877,0.00326503071303,43
"Anterior cingulate area, ventral part",NA,0.0297821925984,0.0007218248601,834
"Agranular insular area, dorsal part",TR,0.0297363084905,0.00313238395208,17
Primary motor area,L5 IT,0.0297331335502,0.00035417380341,2393
Gustatory areas,L5 IT,0.0297228288651,0.0021779030197,50
Posterolateral visual area,Low quality,0.0297051600435,0.00291011975023,66
"Agranular insular area, posterior part",RSP/ACA ML,0.0296623706818,0.000458478927612,2
Primary motor area,L6 IT,0.0296101959333,0.000381730920818,3092
Primary visual area,L6 CT,0.0295265267554,0.000402934951578,3046
Primary motor area,PIR UL,0.0294783512751,0.0033356766932,39
"Anterior cingulate area, dorsal part",PG,0.0294752120972,0.00742737880102,5
Cortical subplate,EPd,0.0293978588922,0.00276629583808,35
"Agranular insular area, dorsal part",HIP CA3,0.0293211936951,0.00300598144531,2
Ventral auditory area,L5 IT,0.0292928741631,0.0012765851085,179
"Primary somatosensory area, upper limb",L6 IT,0.0292349683234,0.000850815459287,1320
"Anterior cingulate area, ventral part",HIP CA3,0.029145385908,0.00286542421772,23
Anteromedial visual area,NA,0.0291307190631,0.00163111795554,470
"Primary somatosensory area, trunk",L5 ET,0.0291062639441,0.00086562387297,350
"Retrosplenial area, dorsal part",HIP SUB,0.0291053533554,0.00420054337981,10
"Agranular insular area, ventral part",Car3,0.0290917044309,0.000876627656008,199
Posterolateral visual area,L2/3 IT,0.0290182253601,0.000759442989043,431
Laterointermediate area,L6 CT,0.0289659076615,0.00222108773729,114
"Retrosplenial area, lateral agranular part",RSP/ACA ML,0.0289653154857,0.00100021780441,680
"Primary somatosensory area, barrel field",L6b/CT,0.0289420170916,0.00440844580569,18
"Retrosplenial area, ventral part",Unclear,0.0289380771142,0.00445373168931,27
"Agranular insular area, posterior part",L6b/CT,0.0289169986581,0.0017827020426,129
"Anterior cingulate area, ventral part",ENT L6b,0.0288831233978,0.00458055264987,5
Cortical subplate,Car3,0.0288771862697,0.000844876525363,283
"Agranular insular area, posterior part",L5 ET,0.0287864964608,0.00152961457897,171
"Anterior cingulate area, dorsal part",L6 CT,0.0287771695714,0.000498670200799,1075
Anteromedial visual area,L4/5 IT,0.0287598917561,0.00113478489957,310
"Primary somatosensory area, unassigned",L2/3 IT,0.0287382166898,0.000868346043374,1087
"Anterior cingulate area, ventral part",L4/5 IT,0.0287048351242,0.000789327000399,251
"Primary somatosensory area, lower limb",PIR UL,0.028607416153,0.010610587062,5
Primary visual area,ENT ML,0.0286011869709,0.00241840614273,48
"Retrosplenial area, lateral agranular part",L5 ET,0.0285980814929,0.00103758229204,843
posteromedial visual area,NA,0.0285959577636,0.00148966298738,632
Visceral area,L5 ET,0.0285774423914,0.00122470059167,236
Anteromedial visual area,EPd,0.0285773277283,0.00455570220947,2
Primary auditory area,L5 IT,0.0285454608442,0.00133781590485,258
Ectorhinal area,L6b/CT,0.0284358787316,0.00240641715021,108
Rostrolateral visual area,PIR UL,0.0284292399883,0.00933673774923,8
Primary visual area,Low quality,0.0283965377655,0.000816394223985,798
Anteromedial visual area,ENT ML,0.0283849239349,0.00518038972299,9
"Orbital area, lateral part",L6 CT,0.0283789873123,0.00330201002233,30
Cortical subplate,L6b/CT,0.0283577680588,0.00312109944972,10
"Anterior cingulate area, ventral part",L6 IT,0.0283517865355,0.000869816178349,257
"Retrosplenial area, dorsal part",HIP CA3,0.0283255577087,0.0,1
"Primary somatosensory area, upper limb",ENT ML,0.0283164892878,0.0104916822401,7
"Primary somatosensory area, lower limb",AON,0.0283072471619,0.00514279916945,5
"Agranular insular area, dorsal part",EPd,0.0281852549547,0.00134538730489,154
Secondary motor area,BLAa,0.0281833012899,0.00388366449563,3
"Retrosplenial area, lateral agranular part",L6b,0.0280941728699,0.0018003668397,152
"Agranular insular area, dorsal part",L6b,0.0280863831683,0.0014222817409,82
"Retrosplenial area, dorsal part",ENT DL,0.0280780176963,0.00232943285575,31
"Primary somatosensory area, upper limb",RSP/ACA UL,0.0280690193176,0.0,1
"Anterior cingulate area, dorsal part",L6 IT,0.0280368254114,0.000641473727013,709
Primary motor area,ENT L6b,0.0279474258423,0.0,1
Anterior area,PIR UL,0.0279406785965,0.00316204385702,10
Prelimbic area,L6 CT,0.0279189109802,0.00284392914796,10
Lateral visual area,Car3,0.0278247356415,0.00221730406752,120
Dorsal auditory area,L5 ET,0.0278042641424,0.0018013114513,210
"Anterior cingulate area, ventral part",COA,0.0278033614159,0.00289278763496,4
Primary motor area,L6 CT,0.0278023092111,0.00035045494357,3848
Primary motor area,RSP/ACA ML,0.0277796153511,0.00756270272203,14
Perirhinal area,Low quality,0.0276696819525,0.00374348108731,26
Infralimbic area,TR,0.0276417732239,0.0,1
Posterolateral visual area,NA,0.0275762371052,0.00080215821776,514
Dorsal auditory area,L6 CT,0.0275726359144,0.000933141132707,559
posteromedial visual area,EPd,0.0275681018829,0.00801491737366,2
Ventral auditory area,L5 ET,0.027540838381,0.000821402519708,318
Dorsal auditory area,ENT ML,0.0274397373199,0.00280657363855,5
"Primary somatosensory area, nose",ENT ML,0.0274033136666,0.00742797791064,8
"Retrosplenial area, ventral part",L2/3 IT,0.0273681114881,0.00300397144037,39
Postrhinal area,RSP/ACA ML,0.0273270606995,0.0,1
Anterolateral visual area,PIR UL,0.0273153781891,0.000503778457642,2
Postrhinal area,Low quality,0.027308575809,0.00791831712978,16
Cortical subplate,L5 ET,0.0273060180523,0.00270197331027,27
"Retrosplenial area, lateral agranular part",NP,0.0272861946799,0.00120116514097,377
Posterior auditory area,L6 CT,0.0272815166151,0.00222282683995,102
"Retrosplenial area, ventral part",TT,0.0272779464722,0.0,1
"Primary somatosensory area, unassigned",L5 IT,0.0272751059537,0.00143494163295,242
"Anterior cingulate area, dorsal part",L6b/CT,0.0272644866597,0.00139285023455,77
"Primary somatosensory area, lower limb",RSP/ACA UL,0.0272642374039,0.00529359759602,4
"Primary somatosensory area, mouth",L6 IT,0.0272604694852,0.000583664124571,2122
Supplemental somatosensory area,PIR UL,0.0272051876989,0.0047405750758,29
Temporal association areas,HIP SUB,0.0271916985512,0.00811565491356,4
"Anterior cingulate area, dorsal part",Low quality,0.0271486504511,0.00160062597242,88
"Agranular insular area, dorsal part",L6 CT,0.0270144617016,0.000793666105148,330
Cortical subplate,NA,0.0270038509369,0.00181131163359,100
Posterior auditory area,PIR UL,0.0269989967346,0.0,1
Primary auditory area,L6 CT,0.0269462268594,0.000761901601114,671
Dorsal auditory area,Car3,0.0269337716544,0.00143414576851,232
Visceral area,L6b/CT,0.0268255784717,0.00150312737228,267
"Retrosplenial area, dorsal part",L5 IT,0.0267959626821,0.000942616525517,312
Posterolateral visual area,L5 ET,0.0267785450833,0.00113974941626,177
"Retrosplenial area, ventral part",PIR UL,0.02675814288,0.00468508608841,7
Prelimbic area,NA,0.0266799926758,0.00381645138266,6
"Retrosplenial area, dorsal part",L4/5 IT,0.0266430034912,0.0021629939873,139
Primary auditory area,TR,0.0265738964081,0.00792145729065,2
"Anterior cingulate area, dorsal part",NP PPP/RSP,0.0265725169863,0.00338800425905,14
Dorsal auditory area,PIR UL,0.026546769672,0.00197127851206,9
Rostrolateral visual area,L5 ET,0.0264928811845,0.00175946213524,212
Ectorhinal area,HIP SUB,0.0264639854431,0.000562191009521,2
"Retrosplenial area, dorsal part",Car3,0.0264181345701,0.00288729906004,16
"Retrosplenial area, lateral agranular part",ENT UL,0.0263733863831,0.0,1
Secondary motor area,L6b,0.0263663400578,0.000960308845814,395
"Anterior cingulate area, ventral part",NP PPP/RSP,0.0263594521417,0.00310292464256,9
"Retrosplenial area, dorsal part",NP,0.0263039285137,0.000699645570083,775
Visceral area,PIR UL,0.0262311011553,0.00637573661994,10
Perirhinal area,L4/5 IT,0.0261561762203,0.00298416228178,11
Infralimbic area,L5 ET,0.0261535644531,0.00267357620855,10
"Primary somatosensory area, trunk",NA,0.0261141425953,0.000738342797485,1034
Rostrolateral visual area,L6 CT,0.0261060856063,0.000999060022183,509
"Agranular insular area, posterior part",BLA/BMA/PA,0.0261015295982,0.00494533820466,23
Anterolateral visual area,L6 CT,0.0260142180711,0.00103466866454,469
"Anterior cingulate area, ventral part",Low quality,0.0259854968856,0.00169114086925,34
"Primary somatosensory area, barrel field",ENT ML,0.0259817093611,0.00492654729831,16
"Retrosplenial area, dorsal part",ENT ML,0.0259578108788,0.002615090201,20
"Retrosplenial area, ventral part",L6 IT,0.025906251027,0.00121987504442,143
"Orbital area, ventrolateral part",Low quality,0.0258460044861,0.0,1
"Primary somatosensory area, trunk",L5 IT,0.0258178230421,0.000794537820334,405
Primary motor area,COA,0.0257982730865,0.0093377249325,5
Ventral auditory area,COA,0.0257810354233,0.0165573358536,2
"Agranular insular area, dorsal part",ENT ML,0.0257054805756,0.00414387794733,10
Postrhinal area,L5 ET,0.0257006928122,0.000893857757525,221
"Retrosplenial area, dorsal part",NA,0.0256755527478,0.000390848670045,2930
"Primary somatosensory area, mouth",RSP/ACA UL,0.025656580925,0.00988847578822,4
"Retrosplenial area, dorsal part",L6 CT,0.0256252031896,0.000395052892384,1907
"Agranular insular area, ventral part",ENT ML,0.0256232278688,0.00325022535549,14
"Retrosplenial area, ventral part",ENT DL,0.0255351066589,0.00367711808708,4
"Retrosplenial area, ventral part",NA,0.0255311632874,0.000283593765495,3240
"Primary somatosensory area, unassigned",PIR UL,0.0254902243614,0.0103659138673,7
Perirhinal area,BLA/BMA/PA,0.0254805088043,0.00541204485569,3
"Retrosplenial area, lateral agranular part",L6 IT,0.0254588533792,0.000795016176732,727
Secondary motor area,L6 IT,0.0254523846699,0.000439556729096,1381
Gustatory areas,Car3,0.025445871327,0.000919864552638,274
Ventral auditory area,LA,0.0253769556681,0.00254726714196,6
"Primary somatosensory area, mouth",AON,0.025364001592,0.00554908756083,15
"Retrosplenial area, dorsal part",BLAa,0.0253293514252,0.0134134291889,3
"Retrosplenial area, dorsal part",Unclear,0.025325191021,0.00615794619969,10
Perirhinal area,PPP,0.0253032616207,0.00574925531732,7
"Anterior cingulate area, dorsal part",ENT ML,0.0253021187252,0.00446817000487,9
Primary visual area,NA,0.0252798165692,0.000429425400114,4256
"Primary somatosensory area, mouth",L2/3 IT,0.0252391807621,0.000339728258752,4901
"Retrosplenial area, dorsal part",ENT UL,0.0252265930176,0.0,1
Primary visual area,NP PPP/RSP,0.0252250909805,0.00538835351897,15
"Anterior cingulate area, ventral part",NP,0.0251574347302,0.000793974447293,261
"Agranular insular area, dorsal part",L5 ET,0.0251153597756,0.000711487240612,315
"Agranular insular area, posterior part",TT,0.0251002311707,0.00623526801657,4
"Primary somatosensory area, lower limb",BLAa,0.0250625610352,0.0,1
Primary auditory area,LA,0.0250287055969,0.0,1
Visceral area,Car3,0.0250143561996,0.00102167289052,354
Dorsal auditory area,L6b,0.0249608906935,0.0038218174016,53
Gustatory areas,PIR UL,0.0249113559723,0.00516752851313,5
Anterolateral visual area,L5 ET,0.0248902224753,0.0020328967762,209
"Anterior cingulate area, dorsal part",AON,0.0248241424561,0.0,1
Lateral visual area,EPd,0.0248216152191,0.00308079299466,10
"Agranular insular area, dorsal part",Car3,0.024797349702,0.000442316167913,831
"Primary somatosensory area, unassigned",L6 IT,0.0246615523072,0.0012710205233,433
Primary visual area,L5 ET,0.0246480145225,0.000559315169414,1289
"Agranular insular area, posterior part",Car3,0.0246260242355,0.00139479179979,133
Postrhinal area,RSP/ACA UL,0.0245451132456,0.00240472845419,15
Primary motor area,Low quality,0.024518220829,0.0013773064853,227
"Anterior cingulate area, dorsal part",HIP CA1,0.0244641304016,0.00695562362671,2
Primary motor area,L6b/CT,0.0244451019822,0.00247626114402,41
Perirhinal area,EPd,0.0243952274323,0.000778913497925,2
"Retrosplenial area, lateral agranular part",L6 CT,0.0243705486115,0.000555204906683,1217
Primary visual area,RSP/ACA UL,0.0242403792708,0.00249281487482,38
Anterior area,NA,0.0242391006877,0.00082386167742,867
Primary motor area,Car3,0.0242293582579,0.000911767466642,209
Lateral visual area,L5 ET,0.0241826938648,0.00157223823062,255
"Primary somatosensory area, trunk",L6 CT,0.0240816122814,0.000657430410039,676
"Agranular insular area, dorsal part",Unclear,0.0240550041199,0.00320863723755,2
Anteromedial visual area,NP PPP/RSP,0.0240441560745,0.00925481319427,2
"Retrosplenial area, ventral part",L4/5 IT,0.0240366107378,0.00169536748914,39
Anterior area,L5 ET,0.0240347346916,0.00142750579619,271
"Retrosplenial area, ventral part",HIP CA1,0.0239572525024,0.00372791290283,2
"Agranular insular area, dorsal part",L6b/CT,0.0239251164874,0.000710738515637,314
Secondary motor area,Low quality,0.023911934538,0.00147668907209,97
"Retrosplenial area, ventral part",NP,0.0237769669045,0.000376930285511,814
Temporal association areas,L5 ET,0.0237714165044,0.000769009534586,412
Postrhinal area,HIP SUB,0.0237712264061,0.00342106805635,4
"Anterior cingulate area, ventral part",LA,0.0237647891045,0.00251063036868,4
Ectorhinal area,BLAa,0.0236921310425,0.00162390008702,6
"Anterior cingulate area, dorsal part",NP,0.0236683573512,0.00110307334612,181
posteromedial visual area,BLAa,0.0236530303955,0.0,1
Anterolateral visual area,RSP/ACA UL,0.0236216150224,0.0062182651761,8
Anterior area,L6 CT,0.0235890717526,0.000770436395266,615
Ectorhinal area,EPd,0.023550779752,0.0023206637283,53
Posterior auditory area,Car3,0.0235480649604,0.0033585510473,36
"Retrosplenial area, dorsal part",TT,0.0235075950623,0.0,1
Primary visual area,PG,0.0234498160355,0.00343725893144,33
posteromedial visual area,NP PPP/RSP,0.0234137535095,0.00378862190322,5
"Primary somatosensory area, trunk",RSP/ACA UL,0.0233763217926,0.00371440613175,5
"Agranular insular area, posterior part",TR,0.0233687957128,0.00214073739644,30
"Primary somatosensory area, trunk",PG,0.0233503069196,0.00919287244292,7
Anteromedial visual area,L5 ET,0.0232371398381,0.00131471123857,245
"Primary somatosensory area, mouth",PIR UL,0.0231989145279,0.00774500633334,20
Posterolateral visual area,RSP/ACA UL,0.0231313875743,0.00182619246445,14
Anterior area,Low quality,0.0230703524181,0.00384728122985,14
posteromedial visual area,L6 CT,0.0230560264633,0.000834872367784,571
Ectorhinal area,DGpo,0.0230429172516,1.78813934326e-05,2
Dorsal auditory area,PG,0.0229210853577,0.00251831609485,3
"Primary somatosensory area, lower limb",NA,0.0229106326369,0.000599472093655,1427
Anteromedial visual area,PIR UL,0.0228998184204,0.0056593774128,5
"Agranular insular area, posterior part",ENT L6b,0.0228751599789,0.0176407396793,2
"Primary somatosensory area, nose",NA,0.0228027676472,0.000732825543128,2103
"Retrosplenial area, dorsal part",PG,0.0227749029795,0.00187267550109,15
posteromedial visual area,L5 ET,0.0227570994551,0.00145159196635,249
Gustatory areas,Low quality,0.0227570535048,0.0017235143422,115
Primary visual area,BLAa,0.0227400064468,0.0020118016391,4
"Primary somatosensory area, barrel field",RSP/ACA ML,0.0226396719615,0.00380773771276,6
Primary motor area,NA,0.0226139039697,0.000291713995187,4990
"Agranular insular area, ventral part",NP PPP/RSP,0.0225591659546,0.0,1
Ventral auditory area,DGpo,0.0225558280945,0.0,1
Anteromedial visual area,TT,0.0224982500076,0.00513160228729,2
Gustatory areas,NA,0.022476140922,0.000714308428161,1069
Anteromedial visual area,NP,0.0224322136711,0.0021780704478,85
Primary auditory area,Car3,0.0224170010734,0.000807678606637,359
"Agranular insular area, posterior part",L6b,0.0224102116274,0.00126819270602,167
Anterior area,L6b,0.0223972900414,0.00154177861702,81
"Agranular insular area, ventral part",ENT L6b,0.0223509073257,0.00841224193573,2
"Primary somatosensory area, lower limb",L5 IT,0.0222481714044,0.000747180214601,554
Lateral visual area,Low quality,0.0222269049422,0.00358226456279,44
Laterointermediate area,L5 ET,0.0222123490138,0.00140274237272,110
Cortical subplate,NP PPP/RSP,0.0222053527832,0.0,1
Lateral visual area,ENT UL,0.0222034454346,0.0,1
"Primary somatosensory area, nose",L2/3 IT,0.0221974287051,0.000387560274267,2106
Gustatory areas,COA,0.0220727920532,0.0,1
"Anterior cingulate area, dorsal part",NA,0.0220650962243,0.000493253116729,1152
"Retrosplenial area, lateral agranular part",TR,0.0220346927643,0.00374689900597,5
"Primary somatosensory area, mouth",NP,0.0220329532936,0.00113059727724,236
Postrhinal area,PIR UL,0.0220301501891,0.00459823500204,17
Primary visual area,AON,0.0219919532537,0.0142262632372,4
"Agranular insular area, ventral part",L5 ET,0.0218576885039,0.00197176942541,62
Anterolateral visual area,Unclear,0.0218267440796,0.0,1
Temporal association areas,TT,0.0218138694763,0.0,1
"Agranular insular area, dorsal part",NA,0.0218024773457,0.000604778076666,811
Ectorhinal area,TT,0.0217954715093,0.00666960556212,3
Anterolateral visual area,PPP,0.0216683149338,0.0,1
"Retrosplenial area, dorsal part",PIR UL,0.0216475454244,0.00711317692918,11
Anteromedial visual area,L6 CT,0.021644902107,0.0010104444368,341
"Primary somatosensory area, upper limb",L5 IT,0.0216348728939,0.000827234029279,616
Cortical subplate,NP,0.0215721130371,0.0,1
"Agranular insular area, ventral part",NA,0.0215340795251,0.00120589115341,197
"Primary somatosensory area, mouth",ENT ML,0.0215005993843,0.00383873139682,10
"Primary somatosensory area, mouth",Low quality,0.0214046570114,0.00194606848597,208
"Retrosplenial area, lateral agranular part",HIP SUB,0.021380841732,0.00417464621376,4
"Primary somatosensory area, upper limb",NP PPP/RSP,0.0213779449463,0.00863675393766,5
Temporal association areas,COA,0.0213724404573,0.00378741139685,20
"Primary somatosensory area, upper limb",PG,0.0213632471859,0.00429125073271,24
Posterior auditory area,L5 ET,0.0213555465045,0.00155241166861,103
"Agranular insular area, posterior part",LA,0.0213150531054,0.00421497265896,8
Ectorhinal area,PPP,0.0212821960449,0.0,1
"Agranular insular area, ventral part",L6 CT,0.0211517594077,0.00130142149085,44
Ventral auditory area,TT,0.0211503505707,0.0,1
posteromedial visual area,NP,0.0210851661715,0.00195460906325,102
Gustatory areas,L6b,0.0210766208507,0.001080959989,231
"Primary somatosensory area, nose",NP,0.0210108902719,0.00141973314487,90
"Agranular insular area, posterior part",EPd,0.0209638564814,0.000919849369356,278
Anterior area,Unclear,0.0209567904472,0.012788652004,5
"Primary somatosensory area, barrel field",PG,0.0209553396702,0.00270379590522,25
Secondary motor area,NA,0.0208994261398,0.000321179422183,2351
"Retrosplenial area, ventral part",PG,0.0208188295364,0.00273918581803,4
"Retrosplenial area, dorsal part",L6 IT,0.0207921208767,0.000546446382376,722
Gustatory areas,L6b/CT,0.0207810856767,0.000668583068547,286
Temporal association areas,BLA/BMA/PA,0.020746588707,0.00194036960602,2
Postrhinal area,HIP CA1,0.0206706523895,0.0102488994598,2
Anterolateral visual area,Low quality,0.0205556343902,0.0033423548168,44
"Agranular insular area, posterior part",DGpo,0.0205483436584,0.0,1
Posterolateral visual area,LA,0.0205428600311,0.00171284670886,5
Rostrolateral visual area,Low quality,0.0205282966296,0.00490233907404,21
Posterolateral visual area,TR,0.0205274422963,0.00235892565532,9
Primary visual area,NP,0.0204831551147,0.00079047933827,443
Anterior area,HIP CA1,0.0204734802246,0.0,1
Anterolateral visual area,TR,0.0204656124115,0.0,1
Temporal association areas,RSP/ACA ML,0.020432472229,0.000552177429199,2
"Primary somatosensory area, upper limb",NA,0.0202415649301,0.000559407426178,2477
Gustatory areas,TR,0.0202209353447,0.00985006378013,6
"Primary somatosensory area, mouth",NA,0.0201635482749,0.000441075641021,4629
"Primary somatosensory area, nose",PIR UL,0.0201289400458,0.002416682324,20
Lateral visual area,NA,0.0201136411538,0.000713203819547,1076
Visceral area,EPd,0.0201121947656,0.00206501436561,104
"Primary somatosensory area, barrel field",Low quality,0.0200793841524,0.00119662491379,379
Primary auditory area,Low quality,0.0200374092568,0.00256203534062,44
"Primary somatosensory area, nose",Low quality,0.0199825947589,0.00250217763501,47
Perirhinal area,AON,0.0199575424194,0.0,1
Ectorhinal area,TR,0.0199544062981,0.00195485236057,13
Ventral auditory area,RSP/ACA ML,0.0199340879917,0.00973125179128,4
"Agranular insular area, posterior part",RSP/ACA UL,0.0198154449463,0.0,1
Primary auditory area,RSP/ACA UL,0.0197839140892,0.00428291671749,4
"Primary somatosensory area, unassigned",NA,0.019778628897,0.000997689764878,955
Rostrolateral visual area,L6b,0.0196711233684,0.00198573173677,70
"Primary somatosensory area, mouth",Unclear,0.0196358938428,0.00390965306848,17
Infralimbic area,NA,0.0196259793113,0.00261218765733,17
"Retrosplenial area, lateral agranular part",EPd,0.0195795638221,0.00240909723808,14
"Agranular insular area, dorsal part",LA,0.0195784568787,0.0,1
Secondary motor area,TR,0.0195615291595,0.0,1
"Primary somatosensory area, lower limb",PG,0.0195244252682,0.00964070633564,4
"Agranular insular area, posterior part",NA,0.0195227659174,0.000702245452022,714
Laterointermediate area,Car3,0.019455237048,0.00259285975014,42
