dataset,method,group_size,metric,mean,std,n_runs
combat,scrat,2,donor_majority_accuracy,0.8431372549019608,0.08036824130164386,6
combat,scrat,4,donor_majority_accuracy,0.8725490196078431,0.09424011639763064,6
combat,scrat,8,donor_majority_accuracy,0.8352941176470589,0.08724939396583126,5
combat,scrat,16,donor_majority_accuracy,0.776470588235294,0.15226093065346796,5
combat,scrat,32,donor_majority_accuracy,0.8352941176470587,0.10522672835293122,5
combat,scrat,64,donor_majority_accuracy,0.8117647058823529,0.09665692191267633,5
combat,scrat,128,donor_majority_accuracy,0.7529411764705881,0.1404392516036861,5
combat,scrat,256,donor_majority_accuracy,0.8235294117647058,0.04159451654038516,5
combat,scrat,512,donor_majority_accuracy,0.8117647058823529,0.10522672835293122,5
combat,scrat,2,donor_majority_balanced_accuracy,0.8669566544566546,0.062178729668592635,6
combat,scrat,4,donor_majority_balanced_accuracy,0.8994301994301995,0.06361461963265887,6
combat,scrat,8,donor_majority_balanced_accuracy,0.8741310541310542,0.06892481092202349,5
combat,scrat,16,donor_majority_balanced_accuracy,0.8294220594220594,0.12632687752318172,5
combat,scrat,32,donor_majority_balanced_accuracy,0.8784961334961334,0.08373888709607558,5
combat,scrat,64,donor_majority_balanced_accuracy,0.7893426943426943,0.13137547154959633,5
combat,scrat,128,donor_majority_balanced_accuracy,0.7025702075702076,0.1931941522981529,5
combat,scrat,256,donor_majority_balanced_accuracy,0.8634472934472933,0.07224928478619894,5
combat,scrat,512,donor_majority_balanced_accuracy,0.8056125356125357,0.1274200539283338,5
ren,tissueformer,1,group_accuracy,0.6091272658995912,0.07299701526764774,4
ren,tissueformer,2,group_accuracy,0.6637049867626932,0.02331031478506545,4
ren,tissueformer,4,group_accuracy,0.613970524592546,0.02321163681896677,3
ren,tissueformer,8,group_accuracy,0.6628909308284534,0.09725622141974952,4
ren,tissueformer,16,group_accuracy,0.6686276656052178,0.02670513451875596,4
ren,tissueformer,32,group_accuracy,0.744445215723721,0.08031641329378786,4
ren,tissueformer,64,group_accuracy,0.7315286724014657,0.03285901671020273,2
ren,tissueformer,128,group_accuracy,0.6832126813462682,0.016603465035854217,2
ren,tissueformer,256,group_accuracy,0.7315964422175731,0.1091693518828433,4
ren,tissueformer,512,group_accuracy,0.677493865465056,0.03953296038551703,5
ren,tissueformer,1,group_balanced_accuracy,0.5095288717980527,0.04379347988070363,4
ren,tissueformer,2,group_balanced_accuracy,0.6792457924286511,0.033452197802708694,4
ren,tissueformer,4,group_balanced_accuracy,0.6654044641535922,0.05116485512782341,3
ren,tissueformer,8,group_balanced_accuracy,0.667020657952441,0.04221985120352808,4
ren,tissueformer,16,group_balanced_accuracy,0.6880444597185864,0.03863478886374575,4
ren,tissueformer,32,group_balanced_accuracy,0.7596429759022784,0.08641771748354465,4
ren,tissueformer,64,group_balanced_accuracy,0.6950532903677685,0.028969092441948844,2
ren,tissueformer,128,group_balanced_accuracy,0.6464796473203389,0.18969102541613814,2
ren,tissueformer,256,group_balanced_accuracy,0.6887086118673534,0.13881365752951003,4
ren,tissueformer,512,group_balanced_accuracy,0.6175202922845371,0.05321302885053983,5
ren,tissueformer,1,donor_majority_accuracy,0.6216216216216216,0.03822198817224579,4
ren,tissueformer,2,donor_majority_accuracy,0.6824324324324325,0.0461574358827009,4
ren,tissueformer,4,donor_majority_accuracy,0.6396396396396397,0.03120812265889869,3
ren,tissueformer,8,donor_majority_accuracy,0.6891891891891893,0.0643371930499356,4
ren,tissueformer,16,donor_majority_accuracy,0.7297297297297298,0.06978348371544896,4
ren,tissueformer,32,donor_majority_accuracy,0.7364864864864864,0.08070483273499511,4
ren,tissueformer,64,donor_majority_accuracy,0.7432432432432432,0.13377695860286032,2
ren,tissueformer,128,donor_majority_accuracy,0.6756756756756757,0.07644397634449163,2
ren,tissueformer,256,donor_majority_accuracy,0.7094594594594594,0.12938204158869437,4
ren,tissueformer,512,donor_majority_accuracy,0.6594594594594595,0.03081555202970644,5
ren,tissueformer,1,donor_majority_balanced_accuracy,0.5252859477124183,0.05049488894577214,4
ren,tissueformer,2,donor_majority_balanced_accuracy,0.7435661764705883,0.044349797448136594,4
ren,tissueformer,4,donor_majority_balanced_accuracy,0.6904684095860567,0.06668875653935016,3
ren,tissueformer,8,donor_majority_balanced_accuracy,0.7144812091503268,0.046697037298208316,4
ren,tissueformer,16,donor_majority_balanced_accuracy,0.7562704248366013,0.08555736591964604,4
ren,tissueformer,32,donor_majority_balanced_accuracy,0.7755514705882353,0.07779652331613017,4
ren,tissueformer,64,donor_majority_balanced_accuracy,0.73484477124183,0.13339130373854072,2
ren,tissueformer,128,donor_majority_balanced_accuracy,0.6354166666666666,0.22097086912079608,2
ren,tissueformer,256,donor_majority_balanced_accuracy,0.6961192810457516,0.1586055218694743,4
ren,tissueformer,512,donor_majority_balanced_accuracy,0.6282679738562091,0.028227508439256224,5
ren,random_forest_pseudobulk,1,group_accuracy,0.5060700940583475,0.0532043462106388,5
ren,random_forest_pseudobulk,2,group_accuracy,0.5456011165399218,0.04538623627550014,5
ren,random_forest_pseudobulk,4,group_accuracy,0.5408359956733182,0.012056386707968094,4
ren,random_forest_pseudobulk,8,group_accuracy,0.5661104914490016,0.008866360770674939,5
ren,random_forest_pseudobulk,16,group_accuracy,0.5890485330877979,0.017942138830871594,4
ren,random_forest_pseudobulk,32,group_accuracy,0.6073538894341227,0.023861008761686165,4
ren,random_forest_pseudobulk,64,group_accuracy,0.6596050677791967,0.07844805378834459,5
ren,random_forest_pseudobulk,128,group_accuracy,0.694391370664265,0.057695031457531964,6
ren,random_forest_pseudobulk,256,group_accuracy,0.6769614779032065,0.08945159045953624,5
ren,random_forest_pseudobulk,512,group_accuracy,0.6801081677400239,0.059349042937850066,5
ren,random_forest_pseudobulk,all,group_accuracy,0.6846846846846848,0.03120812265889869,3
ren,random_forest_pseudobulk,1,group_balanced_accuracy,0.3771395872572513,0.035291750368025405,5
ren,random_forest_pseudobulk,2,group_balanced_accuracy,0.4016740469721752,0.030026043394351547,5
ren,random_forest_pseudobulk,4,group_balanced_accuracy,0.40335645855123575,0.011652198843448583,4
ren,random_forest_pseudobulk,8,group_balanced_accuracy,0.4216791239870256,0.006602558175228316,4
ren,random_forest_pseudobulk,16,group_balanced_accuracy,0.4413748542481668,0.01083436473077212,3
ren,random_forest_pseudobulk,32,group_balanced_accuracy,0.46525155388248796,0.01795379878684909,3
ren,random_forest_pseudobulk,64,group_balanced_accuracy,0.5185184088062516,0.05320432557146102,4
ren,random_forest_pseudobulk,128,group_balanced_accuracy,0.5578859621794791,0.03477287448690603,5
ren,random_forest_pseudobulk,256,group_balanced_accuracy,0.5632413111494723,0.054948126188659345,4
ren,random_forest_pseudobulk,512,group_balanced_accuracy,0.5751101330214646,0.0304560894491001,4
ren,random_forest_pseudobulk,all,group_balanced_accuracy,0.6133986928104576,0.028191838988483243,2
ren,random_forest_pseudobulk,1,donor_majority_accuracy,0.518918918918919,0.0944013470085026,5
ren,random_forest_pseudobulk,2,donor_majority_accuracy,0.5297297297297296,0.056044436090074916,5
ren,random_forest_pseudobulk,4,donor_majority_accuracy,0.5743243243243243,0.025876408317738877,4
ren,random_forest_pseudobulk,8,donor_majority_accuracy,0.5891891891891892,0.04440993709501347,5
ren,random_forest_pseudobulk,16,donor_majority_accuracy,0.5405405405405406,0.04413495032041763,4
ren,random_forest_pseudobulk,32,donor_majority_accuracy,0.581081081081081,0.02702702702702703,4
ren,random_forest_pseudobulk,64,donor_majority_accuracy,0.6216216216216216,0.06338399675437066,5
ren,random_forest_pseudobulk,128,donor_majority_accuracy,0.6486486486486486,0.03418678551533385,6
ren,random_forest_pseudobulk,256,donor_majority_accuracy,0.6378378378378378,0.049097032769148514,5
ren,random_forest_pseudobulk,512,donor_majority_accuracy,0.664864864864865,0.08242135503771303,5
ren,random_forest_pseudobulk,1,donor_majority_balanced_accuracy,0.3946732026143791,0.07933930753295379,5
ren,random_forest_pseudobulk,2,donor_majority_balanced_accuracy,0.40325163398692804,0.05190874557393658,5
ren,random_forest_pseudobulk,4,donor_majority_balanced_accuracy,0.44140114379084966,0.019308418105025687,4
ren,random_forest_pseudobulk,8,donor_majority_balanced_accuracy,0.4580678104575163,0.040717508146441664,4
ren,random_forest_pseudobulk,16,donor_majority_balanced_accuracy,0.41688453159041394,0.04313766752294899,3
ren,random_forest_pseudobulk,32,donor_majority_balanced_accuracy,0.4672113289760349,0.025893709615913665,3
ren,random_forest_pseudobulk,64,donor_majority_balanced_accuracy,0.5070669934640523,0.04637518109557034,4
ren,random_forest_pseudobulk,128,donor_majority_balanced_accuracy,0.5320424836601307,0.051449329046677,5
ren,random_forest_pseudobulk,256,donor_majority_balanced_accuracy,0.5574142156862746,0.045623135716298086,4
ren,random_forest_pseudobulk,512,donor_majority_balanced_accuracy,0.6005514705882353,0.046762171620995455,4
ren,logistic_regression_pseudobulk,1,group_accuracy,0.17647384984797432,0.14350352930259444,5
ren,logistic_regression_pseudobulk,2,group_accuracy,0.3379945563044816,0.20340251885770627,5
ren,logistic_regression_pseudobulk,4,group_accuracy,0.21180002924376418,0.20504530511925262,4
ren,logistic_regression_pseudobulk,8,group_accuracy,0.34920142817366095,0.22193521179281045,5
ren,logistic_regression_pseudobulk,16,group_accuracy,0.40577323216362055,0.19398469588244346,4
ren,logistic_regression_pseudobulk,32,group_accuracy,0.5369395806131535,0.06670631899886359,4
ren,logistic_regression_pseudobulk,64,group_accuracy,0.4086056831712693,0.273160289710348,5
ren,logistic_regression_pseudobulk,128,group_accuracy,0.262880568408655,0.2395735167186239,6
ren,logistic_regression_pseudobulk,256,group_accuracy,0.40322545267795507,0.2783895916963175,5
ren,logistic_regression_pseudobulk,512,group_accuracy,0.519786329172211,0.22561687569240702,5
ren,logistic_regression_pseudobulk,all,group_accuracy,0.26126126126126126,0.2184568586122908,3
ren,logistic_regression_pseudobulk,1,group_balanced_accuracy,0.3380445130750832,0.010534518156772591,5
ren,logistic_regression_pseudobulk,2,group_balanced_accuracy,0.37098601878792276,0.04699939790095402,5
ren,logistic_regression_pseudobulk,4,group_balanced_accuracy,0.356249273223681,0.04583187978069544,4
ren,logistic_regression_pseudobulk,8,group_balanced_accuracy,0.41644477553467446,0.05935160369384529,4
ren,logistic_regression_pseudobulk,16,group_balanced_accuracy,0.41997098354580453,0.07504088525231294,3
ren,logistic_regression_pseudobulk,32,group_balanced_accuracy,0.5262982726421482,0.029601918390435713,3
ren,logistic_regression_pseudobulk,64,group_balanced_accuracy,0.46555709750714064,0.15754126093197288,4
ren,logistic_regression_pseudobulk,128,group_balanced_accuracy,0.42755379436242036,0.12912677304487014,5
ren,logistic_regression_pseudobulk,256,group_balanced_accuracy,0.5273694480665252,0.14141301617287125,4
ren,logistic_regression_pseudobulk,512,group_balanced_accuracy,0.5739366567637215,0.1608774393206126,4
ren,logistic_regression_pseudobulk,all,group_balanced_accuracy,0.43137254901960786,0.13864838846795052,2
ren,logistic_regression_pseudobulk,1,donor_majority_accuracy,0.227027027027027,0.205476516851332,5
ren,logistic_regression_pseudobulk,2,donor_majority_accuracy,0.4,0.24503842068417592,5
ren,logistic_regression_pseudobulk,4,donor_majority_accuracy,0.2432432432432432,0.21621621621621617,4
ren,logistic_regression_pseudobulk,8,donor_majority_accuracy,0.4,0.24578254150031695,5
ren,logistic_regression_pseudobulk,16,donor_majority_accuracy,0.45270270270270274,0.21323964646026353,4
ren,logistic_regression_pseudobulk,32,donor_majority_accuracy,0.5945945945945946,0.03822198817224584,4
ren,logistic_regression_pseudobulk,64,donor_majority_accuracy,0.46486486486486484,0.30601469956147376,5
ren,logistic_regression_pseudobulk,128,donor_majority_accuracy,0.2747747747747748,0.21649756469725973,6
ren,logistic_regression_pseudobulk,256,donor_majority_accuracy,0.39459459459459467,0.25965645674541515,5
ren,logistic_regression_pseudobulk,512,donor_majority_accuracy,0.49729729729729727,0.20458584721919526,5
ren,logistic_regression_pseudobulk,1,donor_majority_balanced_accuracy,0.3583333333333333,0.05590169943749474,5
ren,logistic_regression_pseudobulk,2,donor_majority_balanced_accuracy,0.4016830065359477,0.07064952102311398,5
ren,logistic_regression_pseudobulk,4,donor_majority_balanced_accuracy,0.35882352941176465,0.050980392156862724,4
ren,logistic_regression_pseudobulk,8,donor_majority_balanced_accuracy,0.42647058823529416,0.0870525097974221,4
ren,logistic_regression_pseudobulk,16,donor_majority_balanced_accuracy,0.4487472766884531,0.0999690687207724,3
ren,logistic_regression_pseudobulk,32,donor_majority_balanced_accuracy,0.5566721132897604,0.04615646735805639,3
ren,logistic_regression_pseudobulk,64,donor_majority_balanced_accuracy,0.4776143790849673,0.17838976986330654,4
ren,logistic_regression_pseudobulk,128,donor_majority_balanced_accuracy,0.4230065359477124,0.1250318426697959,5
ren,logistic_regression_pseudobulk,256,donor_majority_balanced_accuracy,0.5,0.15700247951924798,4
ren,logistic_regression_pseudobulk,512,donor_majority_balanced_accuracy,0.5578022875816994,0.15169538839983507,4
ren,random_forest_cell_type_histogram,1,group_accuracy,0.38156829250041213,0.11079618965460611,5
ren,random_forest_cell_type_histogram,2,group_accuracy,0.43560109273987446,0.05337891228102411,5
ren,random_forest_cell_type_histogram,4,group_accuracy,0.38465169818676126,0.08998413787525898,4
ren,random_forest_cell_type_histogram,8,group_accuracy,0.49142103966264017,0.0672330375361222,5
ren,random_forest_cell_type_histogram,16,group_accuracy,0.48599199202459487,0.003542239642936242,4
ren,random_forest_cell_type_histogram,32,group_accuracy,0.5291112935913045,0.024628373686990567,4
ren,random_forest_cell_type_histogram,64,group_accuracy,0.5749279036712046,0.05101552907035239,5
ren,random_forest_cell_type_histogram,128,group_accuracy,0.5835137776306337,0.0484705671071175,6
ren,random_forest_cell_type_histogram,256,group_accuracy,0.5828700956710191,0.09334375764200162,5
ren,random_forest_cell_type_histogram,512,group_accuracy,0.6482695323823797,0.06818730611878046,5
ren,random_forest_cell_type_histogram,all,group_accuracy,0.6126126126126127,0.03120812265889869,3
ren,random_forest_cell_type_histogram,1,group_balanced_accuracy,0.3988982885945855,0.060964136728918934,5
ren,random_forest_cell_type_histogram,2,group_balanced_accuracy,0.41101958406557204,0.04899105269987978,5
ren,random_forest_cell_type_histogram,4,group_balanced_accuracy,0.39696303380947384,0.04902086770978881,4
ren,random_forest_cell_type_histogram,8,group_balanced_accuracy,0.4251542963071947,0.03185636361464017,4
ren,random_forest_cell_type_histogram,16,group_balanced_accuracy,0.390298186295116,0.011577096898729902,3
ren,random_forest_cell_type_histogram,32,group_balanced_accuracy,0.46486058456273255,0.06502217793293288,3
ren,random_forest_cell_type_histogram,64,group_balanced_accuracy,0.46795699119395445,0.04080535125887429,4
ren,random_forest_cell_type_histogram,128,group_balanced_accuracy,0.48673276913942776,0.0556279419124479,5
ren,random_forest_cell_type_histogram,256,group_balanced_accuracy,0.4647357333286308,0.0806551974370625,4
ren,random_forest_cell_type_histogram,512,group_balanced_accuracy,0.5386673984984272,0.10930190449839841,4
ren,random_forest_cell_type_histogram,all,group_balanced_accuracy,0.5245915032679739,0.0937032025395899,2
ren,random_forest_cell_type_histogram,1,donor_majority_accuracy,0.3783783783783784,0.11143528717885567,5
ren,random_forest_cell_type_histogram,2,donor_majority_accuracy,0.42162162162162165,0.09085262872417085,5
ren,random_forest_cell_type_histogram,4,donor_majority_accuracy,0.4391891891891892,0.04054054054054054,4
ren,random_forest_cell_type_histogram,8,donor_majority_accuracy,0.4648648648648649,0.04834741572972519,5
ren,random_forest_cell_type_histogram,16,donor_majority_accuracy,0.4797297297297297,0.040540540540540515,4
ren,random_forest_cell_type_histogram,32,donor_majority_accuracy,0.5,0.02702702702702703,4
ren,random_forest_cell_type_histogram,64,donor_majority_accuracy,0.5243243243243243,0.0241737078648626,5
ren,random_forest_cell_type_histogram,128,donor_majority_accuracy,0.5495495495495496,0.040690413659950325,6
ren,random_forest_cell_type_histogram,256,donor_majority_accuracy,0.5837837837837838,0.04522486629913922,5
ren,random_forest_cell_type_histogram,512,donor_majority_accuracy,0.6054054054054054,0.07047786384002863,5
ren,random_forest_cell_type_histogram,1,donor_majority_balanced_accuracy,0.4136111111111111,0.08649533379170751,5
ren,random_forest_cell_type_histogram,2,donor_majority_balanced_accuracy,0.4466993464052287,0.11574363446337738,5
ren,random_forest_cell_type_histogram,4,donor_majority_balanced_accuracy,0.4527165032679739,0.0479181525084121,4
ren,random_forest_cell_type_histogram,8,donor_majority_balanced_accuracy,0.37126225490196074,0.030570288104777785,4
ren,random_forest_cell_type_histogram,16,donor_majority_balanced_accuracy,0.3563453159041394,0.034945202267129535,3
ren,random_forest_cell_type_histogram,32,donor_majority_balanced_accuracy,0.4317265795206972,0.07178273687532778,3
ren,random_forest_cell_type_histogram,64,donor_majority_balanced_accuracy,0.41137663398692814,0.039128862616551276,4
ren,random_forest_cell_type_histogram,128,donor_majority_balanced_accuracy,0.46104575163398687,0.06629335377028125,5
ren,random_forest_cell_type_histogram,256,donor_majority_balanced_accuracy,0.4645833333333333,0.06100636681273364,4
ren,random_forest_cell_type_histogram,512,donor_majority_balanced_accuracy,0.5152777777777777,0.12727583490982416,4
ren,logistic_regression_cell_type_histogram,1,group_accuracy,0.3977768567338868,0.07823508595860226,5
ren,logistic_regression_cell_type_histogram,2,group_accuracy,0.3899529605535086,0.16168179286009138,5
ren,logistic_regression_cell_type_histogram,4,group_accuracy,0.46432165005908904,0.07861564442115622,4
ren,logistic_regression_cell_type_histogram,8,group_accuracy,0.4722552758240718,0.06691395575858904,5
ren,logistic_regression_cell_type_histogram,16,group_accuracy,0.439769573209257,0.0018028609148009345,4
ren,logistic_regression_cell_type_histogram,32,group_accuracy,0.43993891015869124,0.03113732235319651,4
ren,logistic_regression_cell_type_histogram,64,group_accuracy,0.5077327121116808,0.06439162676946232,5
ren,logistic_regression_cell_type_histogram,128,group_accuracy,0.5484017979310677,0.04545969700698268,6
ren,logistic_regression_cell_type_histogram,256,group_accuracy,0.5545298532632923,0.028254502847220385,5
ren,logistic_regression_cell_type_histogram,512,group_accuracy,0.5926306621056192,0.05835197760634519,5
ren,logistic_regression_cell_type_histogram,all,group_accuracy,0.5945945945945946,0.04681218398834801,3
ren,logistic_regression_cell_type_histogram,1,group_balanced_accuracy,0.3455581474554213,0.013787607478087065,5
ren,logistic_regression_cell_type_histogram,2,group_balanced_accuracy,0.3979548959081468,0.0627548431728667,5
ren,logistic_regression_cell_type_histogram,4,group_balanced_accuracy,0.45884072275230764,0.017152745508585976,4
ren,logistic_regression_cell_type_histogram,8,group_balanced_accuracy,0.4822010846658493,0.0448987405230393,4
ren,logistic_regression_cell_type_histogram,16,group_balanced_accuracy,0.4822177473127877,0.026034157730070735,3
ren,logistic_regression_cell_type_histogram,32,group_balanced_accuracy,0.48512011065770383,0.03420586383696976,3
ren,logistic_regression_cell_type_histogram,64,group_balanced_accuracy,0.5355582600120823,0.03529244584189311,4
ren,logistic_regression_cell_type_histogram,128,group_balanced_accuracy,0.5701592442613644,0.021815383502219367,5
ren,logistic_regression_cell_type_histogram,256,group_balanced_accuracy,0.5797273599668445,0.0683957861414164,4
ren,logistic_regression_cell_type_histogram,512,group_balanced_accuracy,0.6143907607224228,0.035344713907414914,4
ren,logistic_regression_cell_type_histogram,all,group_balanced_accuracy,0.6299836601307189,0.11080317045063719,2
ren,logistic_regression_cell_type_histogram,1,donor_majority_accuracy,0.41621621621621624,0.06783729944870882,5
ren,logistic_regression_cell_type_histogram,2,donor_majority_accuracy,0.3783783783783784,0.14173092542839885,5
ren,logistic_regression_cell_type_histogram,4,donor_majority_accuracy,0.41216216216216217,0.07107988215342118,4
ren,logistic_regression_cell_type_histogram,8,donor_majority_accuracy,0.454054054054054,0.051987524491003634,5
ren,logistic_regression_cell_type_histogram,16,donor_majority_accuracy,0.44594594594594594,0.02702702702702703,4
ren,logistic_regression_cell_type_histogram,32,donor_majority_accuracy,0.43243243243243246,0.031208122658898694,4
ren,logistic_regression_cell_type_histogram,64,donor_majority_accuracy,0.4864864864864865,0.01911099408612289,5
ren,logistic_regression_cell_type_histogram,128,donor_majority_accuracy,0.5270270270270271,0.03725418581646005,6
ren,logistic_regression_cell_type_histogram,256,donor_majority_accuracy,0.5081081081081081,0.06163110405941284,5
ren,logistic_regression_cell_type_histogram,512,donor_majority_accuracy,0.5621621621621621,0.04834741572972517,5
ren,logistic_regression_cell_type_histogram,1,donor_majority_balanced_accuracy,0.3085784313725489,0.045197168333589846,5
ren,logistic_regression_cell_type_histogram,2,donor_majority_balanced_accuracy,0.412140522875817,0.0960837736387692,5
ren,logistic_regression_cell_type_histogram,4,donor_majority_balanced_accuracy,0.46225490196078434,0.06836525283155784,4
ren,logistic_regression_cell_type_histogram,8,donor_majority_balanced_accuracy,0.49779411764705883,0.04220907998787748,4
ren,logistic_regression_cell_type_histogram,16,donor_majority_balanced_accuracy,0.5203703703703705,0.06793640035567132,3
ren,logistic_regression_cell_type_histogram,32,donor_majority_balanced_accuracy,0.49041394335511984,0.05001643951338079,3
ren,logistic_regression_cell_type_histogram,64,donor_majority_balanced_accuracy,0.5209763071895425,0.061353666191874,4
ren,logistic_regression_cell_type_histogram,128,donor_majority_balanced_accuracy,0.5744117647058824,0.0588833381042634,5
ren,logistic_regression_cell_type_histogram,256,donor_majority_balanced_accuracy,0.5483660130718955,0.1210380343582829,4
ren,logistic_regression_cell_type_histogram,512,donor_majority_balanced_accuracy,0.5803921568627451,0.06554222816586494,4
ren,cellcnn,2,group_accuracy,0.3666910759114153,0.061568704813596,5
ren,cellcnn,4,group_accuracy,0.35930930230492913,0.06436851238639861,5
ren,cellcnn,8,group_accuracy,0.3520032031036454,0.034762873803699475,5
ren,cellcnn,16,group_accuracy,0.35978606136997854,0.056441394190758644,5
ren,cellcnn,32,group_accuracy,0.3536417581381221,0.042032437455189114,5
ren,cellcnn,64,group_accuracy,0.3612093678782139,0.048774332648920095,5
ren,cellcnn,128,group_accuracy,0.36244038962834163,0.05714587479135389,5
ren,cellcnn,256,group_accuracy,0.37304105657764197,0.06672846649652237,4
ren,cellcnn,512,group_accuracy,0.3919563916226875,0.10558816052940573,3
ren,cellcnn,2,group_balanced_accuracy,0.4327454694837951,0.0669616912668647,5
ren,cellcnn,4,group_balanced_accuracy,0.4512568002494016,0.05561378400429139,5
ren,cellcnn,8,group_balanced_accuracy,0.447490419504146,0.032247382569843906,5
ren,cellcnn,16,group_balanced_accuracy,0.45155503367461514,0.04368896566643512,5
ren,cellcnn,32,group_balanced_accuracy,0.45023971366846327,0.03530041587787232,5
ren,cellcnn,64,group_balanced_accuracy,0.4788260456976941,0.030731973318037283,5
ren,cellcnn,128,group_balanced_accuracy,0.4892675441826523,0.02539920151667896,5
ren,cellcnn,256,group_balanced_accuracy,0.49234890908877377,0.04030151791248581,4
ren,cellcnn,512,group_balanced_accuracy,0.526865885622347,0.0747342607307738,3
ren,cellcnn,2,donor_majority_accuracy,0.3621621621621622,0.0650897004259043,5
ren,cellcnn,4,donor_majority_accuracy,0.35135135135135137,0.08108108108108109,5
ren,cellcnn,8,donor_majority_accuracy,0.3513513513513514,0.05733298225836873,5
ren,cellcnn,16,donor_majority_accuracy,0.3621621621621622,0.07786410968047532,5
ren,cellcnn,32,donor_majority_accuracy,0.3567567567567568,0.06163110405941286,5
ren,cellcnn,64,donor_majority_accuracy,0.35135135135135137,0.046812183988348036,5
ren,cellcnn,128,donor_majority_accuracy,0.3567567567567568,0.07499695635411681,5
ren,cellcnn,256,donor_majority_accuracy,0.3581081081081081,0.05571764358942785,4
ren,cellcnn,512,donor_majority_accuracy,0.3873873873873874,0.09491579957524991,3
ren,cellcnn,2,donor_majority_balanced_accuracy,0.4836274509803921,0.07197674396937996,5
ren,cellcnn,4,donor_majority_balanced_accuracy,0.48424836601307186,0.06575948368046347,5
ren,cellcnn,8,donor_majority_balanced_accuracy,0.4844607843137255,0.05301873403967271,5
ren,cellcnn,16,donor_majority_balanced_accuracy,0.47424836601307196,0.051283227044470026,5
ren,cellcnn,32,donor_majority_balanced_accuracy,0.4802614379084968,0.04788120522222949,5
ren,cellcnn,64,donor_majority_balanced_accuracy,0.48473856209150323,0.012490838840371613,5
ren,cellcnn,128,donor_majority_balanced_accuracy,0.4889379084967319,0.033138608472954516,5
ren,cellcnn,256,donor_majority_balanced_accuracy,0.47651143790849676,0.02872856189009267,4
ren,cellcnn,512,donor_majority_balanced_accuracy,0.5242102396514161,0.06762862133360287,3
ren,scagg,2,group_accuracy,0.19653407268925935,0.0981690821188146,5
ren,scagg,4,group_accuracy,0.26355321385232755,0.15266756553899744,5
ren,scagg,8,group_accuracy,0.21086144628529876,0.1521323625549671,5
ren,scagg,16,group_accuracy,0.2549840162743388,0.1545549436115539,5
ren,scagg,32,group_accuracy,0.20322547579184747,0.13764448356426923,5
ren,scagg,64,group_accuracy,0.20686790686790685,0.14486445685312438,5
ren,scagg,128,group_accuracy,0.19847119847119848,0.12705530666046877,5
ren,scagg,256,group_accuracy,0.17683592683592686,0.06661332531044957,4
ren,scagg,512,group_accuracy,0.14414414414414414,0.015604061329449345,3
ren,scagg,2,group_balanced_accuracy,0.3601613524341215,0.03625406504279375,5
ren,scagg,4,group_balanced_accuracy,0.3885605075756188,0.06436982680733741,5
ren,scagg,8,group_balanced_accuracy,0.3638365425106402,0.05542859428730678,5
ren,scagg,16,group_balanced_accuracy,0.36983148540883776,0.07054533289256598,5
ren,scagg,32,group_balanced_accuracy,0.3658314741825933,0.06168507258336481,5
ren,scagg,64,group_balanced_accuracy,0.3497077922077922,0.025893549346911186,5
ren,scagg,128,group_balanced_accuracy,0.3774366211130917,0.08743836466494975,5
ren,scagg,256,group_balanced_accuracy,0.36389322142998615,0.0482411373502581,4
ren,scagg,512,group_balanced_accuracy,0.34027777777777773,0.012028130608117226,3
ren,scagg,2,donor_majority_accuracy,0.2,0.11718639669556108,5
ren,scagg,4,donor_majority_accuracy,0.254054054054054,0.15120649438593908,5
ren,scagg,8,donor_majority_accuracy,0.21621621621621617,0.16660578386402639,5
ren,scagg,16,donor_majority_accuracy,0.2594594594594594,0.15943655355408246,5
ren,scagg,32,donor_majority_accuracy,0.2054054054054054,0.14250190623204398,5
ren,scagg,64,donor_majority_accuracy,0.2054054054054054,0.14250190623204398,5
ren,scagg,128,donor_majority_accuracy,0.2,0.13045965822861808,5
ren,scagg,256,donor_majority_accuracy,0.17567567567567566,0.06433719304993558,4
ren,scagg,512,donor_majority_accuracy,0.14414414414414414,0.015604061329449345,3
ren,scagg,2,donor_majority_balanced_accuracy,0.3714705882352941,0.06455753940390674,5
ren,scagg,4,donor_majority_balanced_accuracy,0.3822058823529412,0.058451540308175856,5
ren,scagg,8,donor_majority_balanced_accuracy,0.373578431372549,0.0788622508784155,5
ren,scagg,16,donor_majority_balanced_accuracy,0.37671568627450974,0.08583506901863186,5
ren,scagg,32,donor_majority_balanced_accuracy,0.365735294117647,0.061472327742219925,5
ren,scagg,64,donor_majority_balanced_accuracy,0.3469117647058823,0.020776739740963807,5
ren,scagg,128,donor_majority_balanced_accuracy,0.3806372549019607,0.09455989082433677,5
ren,scagg,256,donor_majority_balanced_accuracy,0.3630514705882353,0.04659415150192447,4
ren,scagg,512,donor_majority_balanced_accuracy,0.34027777777777773,0.012028130608117226,3
ren,scrat,2,group_accuracy,0.6034594594594594,0.05455256610788754,5
ren,scrat,4,group_accuracy,0.6315675675675676,0.0386034511754956,5
ren,scrat,8,group_accuracy,0.6452972972972975,0.03436877309295851,5
ren,scrat,16,group_accuracy,0.6294054054054053,0.08065165562106759,5
ren,scrat,32,group_accuracy,0.6351351351351351,0.05299778789986462,5
ren,scrat,64,group_accuracy,0.6170810810810811,0.05713464931139174,5
ren,scrat,128,group_accuracy,0.6302702702702703,0.05815774121648764,5
