dataset,method,group_size,metric,mean,std,n_runs
stevenson,scagg,4,donor_majority_accuracy,0.3556277056277056,0.19267048264239942,5
stevenson,scagg,8,donor_majority_accuracy,0.34134199134199134,0.19634671472474707,5
stevenson,scagg,16,donor_majority_accuracy,0.36861471861471856,0.17718469818536994,5
stevenson,scagg,32,donor_majority_accuracy,0.35952380952380947,0.1815319329872913,5
stevenson,scagg,64,donor_majority_accuracy,0.404978354978355,0.18281460113653628,5
stevenson,scagg,128,donor_majority_accuracy,0.35952380952380947,0.1815319329872913,5
stevenson,scagg,256,donor_majority_accuracy,0.38636363636363635,0.18023298868742907,5
stevenson,scagg,512,donor_majority_accuracy,0.3673160173160174,0.19189382922171197,5
stevenson,scagg,2,donor_majority_balanced_accuracy,0.32666666666666666,0.014907119849998594,5
stevenson,scagg,4,donor_majority_balanced_accuracy,0.3333333333333333,0.0,5
stevenson,scagg,8,donor_majority_balanced_accuracy,0.3333333333333333,0.0,5
stevenson,scagg,16,donor_majority_balanced_accuracy,0.3455555555555555,0.02732971972499741,5
stevenson,scagg,32,donor_majority_balanced_accuracy,0.34222222222222215,0.01987615979999813,5
stevenson,scagg,64,donor_majority_balanced_accuracy,0.35111111111111104,0.03975231959999627,5
stevenson,scagg,128,donor_majority_balanced_accuracy,0.32888888888888884,0.009938079899999057,5
stevenson,scagg,256,donor_majority_balanced_accuracy,0.3277777777777778,0.06916610887771518,5
stevenson,scagg,512,donor_majority_balanced_accuracy,0.31111111111111106,0.049690399499995326,5
stevenson,scrat,2,group_accuracy,0.6222103896103897,0.032927497070718,5
stevenson,scrat,4,group_accuracy,0.6412380952380953,0.0495622655916173,5
stevenson,scrat,8,group_accuracy,0.6708181818181818,0.06715569220937835,5
stevenson,scrat,16,group_accuracy,0.6771593073593074,0.08942745115704488,5
stevenson,scrat,32,group_accuracy,0.676634632034632,0.0727890705545074,5
stevenson,scrat,64,group_accuracy,0.7304580086580086,0.12901891846378358,5
stevenson,scrat,128,group_accuracy,0.641930735930736,0.11841960522225661,5
stevenson,scrat,256,group_accuracy,0.6598095238095238,0.06530544155840584,5
stevenson,scrat,512,group_accuracy,0.678787012987013,0.05223044639976027,5
stevenson,scrat,2,group_balanced_accuracy,0.626105291005291,0.02781355672580742,5
stevenson,scrat,4,group_balanced_accuracy,0.6806391534391535,0.01901543840575922,5
stevenson,scrat,8,group_balanced_accuracy,0.6688021164021164,0.0691444463493731,5
stevenson,scrat,16,group_balanced_accuracy,0.7090756613756614,0.08774267243254937,5
stevenson,scrat,32,group_balanced_accuracy,0.7079830687830688,0.03265179752023338,5
stevenson,scrat,64,group_balanced_accuracy,0.7525693121693122,0.1284581780901417,5
stevenson,scrat,128,group_balanced_accuracy,0.703415343915344,0.10641367416094086,5
stevenson,scrat,256,group_balanced_accuracy,0.6590518518518519,0.04482498048155146,5
stevenson,scrat,512,group_balanced_accuracy,0.6712126984126984,0.032547042528074055,5
stevenson,scrat,2,donor_majority_accuracy,0.6703463203463202,0.07165613756117803,5
stevenson,scrat,4,donor_majority_accuracy,0.6799134199134199,0.11121565142626227,5
stevenson,scrat,8,donor_majority_accuracy,0.6906926406926407,0.0742522048761809,5
stevenson,scrat,16,donor_majority_accuracy,0.7093939393939394,0.12463168879237606,5
stevenson,scrat,32,donor_majority_accuracy,0.6998701298701299,0.09348489609486313,5
stevenson,scrat,64,donor_majority_accuracy,0.7375324675324676,0.12016180691657913,5
stevenson,scrat,128,donor_majority_accuracy,0.6262770562770563,0.12862458271282948,5
stevenson,scrat,256,donor_majority_accuracy,0.6621212121212121,0.05809178640206306,5
stevenson,scrat,512,donor_majority_accuracy,0.6794372294372295,0.0691049308212023,5
stevenson,scrat,2,donor_majority_balanced_accuracy,0.6617460317460317,0.08725765489120497,5
stevenson,scrat,4,donor_majority_balanced_accuracy,0.7180687830687831,0.06838813665980135,5
stevenson,scrat,8,donor_majority_balanced_accuracy,0.6796560846560846,0.07446657632155561,5
stevenson,scrat,16,donor_majority_balanced_accuracy,0.7607407407407407,0.10467182040206705,5
stevenson,scrat,32,donor_majority_balanced_accuracy,0.7277248677248677,0.06906520281284176,5
stevenson,scrat,64,donor_majority_balanced_accuracy,0.7638624338624338,0.12427184968200478,5
stevenson,scrat,128,donor_majority_balanced_accuracy,0.697037037037037,0.12463492641872874,5
stevenson,scrat,256,donor_majority_balanced_accuracy,0.6579100529100528,0.04075924646702334,5
stevenson,scrat,512,donor_majority_balanced_accuracy,0.6741269841269841,0.027757078455485487,5
combined,tissueformer,1,group_accuracy,0.47177110021609847,0.08568313377937334,5
combined,tissueformer,2,group_accuracy,0.6125009513561837,0.03129271544709031,4
combined,tissueformer,4,group_accuracy,0.5072541120723834,0.24603939091451082,4
combined,tissueformer,8,group_accuracy,0.6595224008919595,0.04587257179242259,4
combined,tissueformer,16,group_accuracy,0.6736777934202809,0.005752286263954427,5
combined,tissueformer,32,group_accuracy,0.6806659929274568,0.06957397341997762,5
combined,tissueformer,64,group_accuracy,0.6743194741482034,0.022559960258143635,5
combined,tissueformer,128,group_accuracy,0.716942670281182,0.03648512340123377,5
combined,tissueformer,256,group_accuracy,0.684806708336864,0.0762049845723303,5
combined,tissueformer,512,group_accuracy,0.6908138527889928,0.04645733086801565,5
combined,tissueformer,1,group_balanced_accuracy,0.4288623910221438,0.06928336128086174,5
combined,tissueformer,2,group_balanced_accuracy,0.6328187180739839,0.04151004221247409,4
combined,tissueformer,4,group_balanced_accuracy,0.5834844870657151,0.17037205693611485,4
combined,tissueformer,8,group_balanced_accuracy,0.7052762887404802,0.04153945758917329,4
combined,tissueformer,16,group_balanced_accuracy,0.6939973810218147,0.025693694580502895,5
combined,tissueformer,32,group_balanced_accuracy,0.7210253398194528,0.02694522675783766,5
combined,tissueformer,64,group_balanced_accuracy,0.6882840018737162,0.04831301190897773,5
combined,tissueformer,128,group_balanced_accuracy,0.7395548371014847,0.005847130508703196,5
combined,tissueformer,256,group_balanced_accuracy,0.6911511064539109,0.06344668081030472,5
combined,tissueformer,512,group_balanced_accuracy,0.6915602598196869,0.03668503017561908,5
combined,tissueformer,1,donor_majority_accuracy,0.5025263157894737,0.11003074642348981,5
combined,tissueformer,2,donor_majority_accuracy,0.6578947368421052,0.03372560808966607,4
combined,tissueformer,4,donor_majority_accuracy,0.5608771929824562,0.2640868593722827,4
combined,tissueformer,8,donor_majority_accuracy,0.6879385964912281,0.05704414584110227,4
combined,tissueformer,16,donor_majority_accuracy,0.6967368421052631,0.02481560187956604,5
combined,tissueformer,32,donor_majority_accuracy,0.6862105263157895,0.040202549651248025,5
combined,tissueformer,64,donor_majority_accuracy,0.6915087719298246,0.02345161945173938,5
combined,tissueformer,128,donor_majority_accuracy,0.6862105263157894,0.01928213043251759,5
combined,tissueformer,256,donor_majority_accuracy,0.6810877192982455,0.05828000464321088,5
combined,tissueformer,512,donor_majority_accuracy,0.6730175438596492,0.038849331329934234,5
combined,tissueformer,1,donor_majority_balanced_accuracy,0.44308393070489843,0.10958419299239537,5
combined,tissueformer,2,donor_majority_balanced_accuracy,0.6830000886956532,0.02436452696761462,4
combined,tissueformer,4,donor_majority_balanced_accuracy,0.6276138362831912,0.2004260617594508,4
combined,tissueformer,8,donor_majority_balanced_accuracy,0.7382516359834908,0.03986651458108102,4
combined,tissueformer,16,donor_majority_balanced_accuracy,0.7067034173096465,0.034127470738838664,5
combined,tissueformer,32,donor_majority_balanced_accuracy,0.7255724398605377,0.03800342573053219,5
combined,tissueformer,64,donor_majority_balanced_accuracy,0.7038466755346622,0.05000853667817332,5
combined,tissueformer,128,donor_majority_balanced_accuracy,0.7144887356205488,0.02981263024133193,5
combined,tissueformer,256,donor_majority_balanced_accuracy,0.6912813073922639,0.060645672556898005,5
combined,tissueformer,512,donor_majority_balanced_accuracy,0.680466919050067,0.05170436474786657,5
combined,random_forest_pseudobulk,1,group_accuracy,0.4570234053971934,0.048757712583693144,3
combined,random_forest_pseudobulk,2,group_accuracy,0.4688168939474124,0.04319587271814023,4
combined,random_forest_pseudobulk,4,group_accuracy,0.5157612192834735,0.08882554256668625,4
combined,random_forest_pseudobulk,8,group_accuracy,0.5148620825883716,0.03685163924235104,3
combined,random_forest_pseudobulk,16,group_accuracy,0.5490639355015341,0.0015448412103817304,2
combined,random_forest_pseudobulk,32,group_accuracy,0.6024185992034138,0.011918960794794653,2
combined,random_forest_pseudobulk,64,group_accuracy,0.6376453406313073,0.019378105571308073,3
combined,random_forest_pseudobulk,128,group_accuracy,0.6924041988646875,0.057691510939947316,4
combined,random_forest_pseudobulk,256,group_accuracy,0.6926842254404821,0.062309345092957956,4
combined,random_forest_pseudobulk,512,group_accuracy,0.6826104943608003,0.019264906875352775,3
combined,random_forest_pseudobulk,all,group_accuracy,0.64,0.0,1
combined,random_forest_pseudobulk,1,group_balanced_accuracy,0.35740875151700485,0.024579494145003968,3
combined,random_forest_pseudobulk,2,group_balanced_accuracy,0.36678495908765096,0.028378964891803155,4
combined,random_forest_pseudobulk,4,group_balanced_accuracy,0.39915321453207914,0.059266146310757425,4
combined,random_forest_pseudobulk,8,group_balanced_accuracy,0.40533338137348446,0.03335088003600442,3
combined,random_forest_pseudobulk,16,group_balanced_accuracy,0.4362283284206035,0.007145046489802969,2
combined,random_forest_pseudobulk,32,group_balanced_accuracy,0.5345799895645618,0.002895271295076211,2
combined,random_forest_pseudobulk,64,group_balanced_accuracy,0.5671583709979234,0.013112474627353245,3
combined,random_forest_pseudobulk,128,group_balanced_accuracy,0.6345269190245422,0.04216736933916307,4
combined,random_forest_pseudobulk,256,group_balanced_accuracy,0.629455969256139,0.04712793176310031,4
combined,random_forest_pseudobulk,512,group_balanced_accuracy,0.6405760421130469,0.026701996311510195,3
combined,random_forest_pseudobulk,all,group_balanced_accuracy,0.627576164874552,0.0,1
combined,random_forest_pseudobulk,1,donor_majority_accuracy,0.4778947368421052,0.013822958318310331,3
combined,random_forest_pseudobulk,2,donor_majority_accuracy,0.49179824561403507,0.05760718506051202,4
combined,random_forest_pseudobulk,4,donor_majority_accuracy,0.5551315789473685,0.07428719789166961,4
combined,random_forest_pseudobulk,8,donor_majority_accuracy,0.544327485380117,0.016963500125675726,3
combined,random_forest_pseudobulk,16,donor_majority_accuracy,0.5866666666666667,0.018856180831641232,2
combined,random_forest_pseudobulk,32,donor_majority_accuracy,0.6093859649122807,0.02443860278837723,2
combined,random_forest_pseudobulk,64,donor_majority_accuracy,0.623859649122807,0.009441139682157007,3
combined,random_forest_pseudobulk,128,donor_majority_accuracy,0.6512280701754386,0.0404143919138503,4
combined,random_forest_pseudobulk,256,donor_majority_accuracy,0.6511842105263158,0.029122234546617495,4
combined,random_forest_pseudobulk,512,donor_majority_accuracy,0.6726900584795321,0.03140122177957453,3
combined,random_forest_pseudobulk,1,donor_majority_balanced_accuracy,0.38482962940693755,0.016613211004643802,3
combined,random_forest_pseudobulk,2,donor_majority_balanced_accuracy,0.3946975352617038,0.035368846453664796,4
combined,random_forest_pseudobulk,4,donor_majority_balanced_accuracy,0.4362545335240691,0.048279816130019686,4
combined,random_forest_pseudobulk,8,donor_majority_balanced_accuracy,0.435515873015873,0.015808420634751703,3
combined,random_forest_pseudobulk,16,donor_majority_balanced_accuracy,0.4686491935483871,0.020766509635653345,2
combined,random_forest_pseudobulk,32,donor_majority_balanced_accuracy,0.5651063206506755,0.0004325594625744264,2
combined,random_forest_pseudobulk,64,donor_majority_balanced_accuracy,0.5699174630626244,0.038794816861437736,3
combined,random_forest_pseudobulk,128,donor_majority_balanced_accuracy,0.6030410953971855,0.048783436350667155,4
combined,random_forest_pseudobulk,256,donor_majority_balanced_accuracy,0.6033945320652774,0.024937670350530784,4
combined,random_forest_pseudobulk,512,donor_majority_balanced_accuracy,0.6617842283164863,0.03171790378072892,3
combined,logistic_regression_pseudobulk,1,group_accuracy,0.4370604458931111,0.04498126636341911,3
combined,logistic_regression_pseudobulk,2,group_accuracy,0.4614986726471117,0.04784123590827711,4
combined,logistic_regression_pseudobulk,4,group_accuracy,0.4951363636550251,0.060464932133461165,4
combined,logistic_regression_pseudobulk,8,group_accuracy,0.4945285136611806,0.0581668914587082,3
combined,logistic_regression_pseudobulk,16,group_accuracy,0.5795309936745614,0.027929147537984696,2
combined,logistic_regression_pseudobulk,32,group_accuracy,0.5547152689180954,0.03451791634418591,2
combined,logistic_regression_pseudobulk,64,group_accuracy,0.5694493755550557,0.0752989398961659,3
combined,logistic_regression_pseudobulk,128,group_accuracy,0.6548204396028483,0.07627461171935314,4
combined,logistic_regression_pseudobulk,256,group_accuracy,0.620616812972806,0.10347081321806237,4
combined,logistic_regression_pseudobulk,512,group_accuracy,0.5757010839018183,0.09698906117803077,3
combined,logistic_regression_pseudobulk,all,group_accuracy,0.7066666666666667,0.0,1
combined,logistic_regression_pseudobulk,1,group_balanced_accuracy,0.37726434090166894,0.01465284541487258,3
combined,logistic_regression_pseudobulk,2,group_balanced_accuracy,0.3934061135272522,0.028100610470709064,4
combined,logistic_regression_pseudobulk,4,group_balanced_accuracy,0.4460569372824264,0.04508747514505083,4
combined,logistic_regression_pseudobulk,8,group_balanced_accuracy,0.41709987527962755,0.08659834678996327,3
combined,logistic_regression_pseudobulk,16,group_balanced_accuracy,0.5687401289172006,0.03356108175436616,2
combined,logistic_regression_pseudobulk,32,group_balanced_accuracy,0.5540933471716122,0.016366776826271728,2
combined,logistic_regression_pseudobulk,64,group_balanced_accuracy,0.5186404872804589,0.16346599759975178,3
combined,logistic_regression_pseudobulk,128,group_balanced_accuracy,0.6717206403371221,0.04803303844685324,4
combined,logistic_regression_pseudobulk,256,group_balanced_accuracy,0.5987200270279093,0.17954631487836495,4
combined,logistic_regression_pseudobulk,512,group_balanced_accuracy,0.5574700816934686,0.19747692402793177,3
combined,logistic_regression_pseudobulk,all,group_balanced_accuracy,0.750448028673835,0.0,1
combined,logistic_regression_pseudobulk,1,donor_majority_accuracy,0.5090058479532164,0.05579866782160529,3
combined,logistic_regression_pseudobulk,2,donor_majority_accuracy,0.5185087719298246,0.04906460629046242,4
combined,logistic_regression_pseudobulk,4,donor_majority_accuracy,0.5716666666666667,0.05058912194592092,4
combined,logistic_regression_pseudobulk,8,donor_majority_accuracy,0.5532748538011696,0.0995898534718161,3
combined,logistic_regression_pseudobulk,16,donor_majority_accuracy,0.6933333333333334,0.056568542494923775,2
combined,logistic_regression_pseudobulk,32,donor_majority_accuracy,0.589561403508772,0.033618585561676184,2
combined,logistic_regression_pseudobulk,64,donor_majority_accuracy,0.6062573099415204,0.13389543718477576,3
combined,logistic_regression_pseudobulk,128,donor_majority_accuracy,0.6781140350877193,0.09085363724155747,4
combined,logistic_regression_pseudobulk,256,donor_majority_accuracy,0.6080263157894736,0.097342799958735,4
combined,logistic_regression_pseudobulk,512,donor_majority_accuracy,0.5973684210526315,0.12008653389647274,3
combined,logistic_regression_pseudobulk,1,donor_majority_balanced_accuracy,0.40171681692816286,0.026706159154913915,3
combined,logistic_regression_pseudobulk,2,donor_majority_balanced_accuracy,0.4040640110752736,0.030741688678747076,4
combined,logistic_regression_pseudobulk,4,donor_majority_balanced_accuracy,0.49510564085091335,0.06424959265463935,4
combined,logistic_regression_pseudobulk,8,donor_majority_balanced_accuracy,0.47351748460619425,0.14068363570836487,3
combined,logistic_regression_pseudobulk,16,donor_majority_balanced_accuracy,0.6888570099255582,0.07098239856979306,2
combined,logistic_regression_pseudobulk,32,donor_majority_balanced_accuracy,0.5995356010476979,0.012093387791695031,2
combined,logistic_regression_pseudobulk,64,donor_majority_balanced_accuracy,0.575128090249058,0.22026116861292158,3
combined,logistic_regression_pseudobulk,128,donor_majority_balanced_accuracy,0.7028891349368963,0.08790752322509607,4
combined,logistic_regression_pseudobulk,256,donor_majority_balanced_accuracy,0.6044869137020139,0.1879839330650552,4
combined,logistic_regression_pseudobulk,512,donor_majority_balanced_accuracy,0.5890830346475507,0.22586137437489884,3
combined,random_forest_cell_type_histogram,1,group_accuracy,0.43264348159654964,0.04693921494018487,3
combined,random_forest_cell_type_histogram,2,group_accuracy,0.42086065910711795,0.04685169922954683,4
combined,random_forest_cell_type_histogram,4,group_accuracy,0.46720189826373165,0.024295872377139892,4
combined,random_forest_cell_type_histogram,8,group_accuracy,0.46914139144920464,0.023081029589576862,3
combined,random_forest_cell_type_histogram,16,group_accuracy,0.5213940688444454,0.03802522449191768,2
combined,random_forest_cell_type_histogram,32,group_accuracy,0.523949961306799,0.021793911279418314,2
combined,random_forest_cell_type_histogram,64,group_accuracy,0.560302001190813,0.031899814550959076,3
combined,random_forest_cell_type_histogram,128,group_accuracy,0.5919977040222547,0.06539503283558018,4
combined,random_forest_cell_type_histogram,256,group_accuracy,0.6254509902639956,0.04025910007099588,4
combined,random_forest_cell_type_histogram,512,group_accuracy,0.6160162970444488,0.03780459475271392,3
combined,random_forest_cell_type_histogram,all,group_accuracy,0.6933333333333334,0.0,1
combined,random_forest_cell_type_histogram,1,group_balanced_accuracy,0.3903866138993035,0.02830609145586754,3
combined,random_forest_cell_type_histogram,2,group_balanced_accuracy,0.3761229148815637,0.044115160214444206,4
combined,random_forest_cell_type_histogram,4,group_balanced_accuracy,0.3979764568390887,0.018760085436329524,4
combined,random_forest_cell_type_histogram,8,group_balanced_accuracy,0.3973709411479473,0.015307843300266378,3
combined,random_forest_cell_type_histogram,16,group_balanced_accuracy,0.44455244629807333,0.014407157652732318,2
combined,random_forest_cell_type_histogram,32,group_balanced_accuracy,0.4462880380997911,0.014726316416755482,2
combined,random_forest_cell_type_histogram,64,group_balanced_accuracy,0.49276190023683397,0.05214007311637183,3
combined,random_forest_cell_type_histogram,128,group_balanced_accuracy,0.5139701669536598,0.03557010993551067,4
combined,random_forest_cell_type_histogram,256,group_balanced_accuracy,0.5362744573974474,0.026460606154394353,4
combined,random_forest_cell_type_histogram,512,group_balanced_accuracy,0.5433745892664114,0.017421414018449915,3
combined,random_forest_cell_type_histogram,all,group_balanced_accuracy,0.6351926523297492,0.0,1
combined,random_forest_cell_type_histogram,1,donor_majority_accuracy,0.48654970760233923,0.036929442567234405,3
combined,random_forest_cell_type_histogram,2,donor_majority_accuracy,0.4816228070175439,0.03453404533598516,4
combined,random_forest_cell_type_histogram,4,donor_majority_accuracy,0.4949561403508772,0.03368828404949785,4
combined,random_forest_cell_type_histogram,8,donor_majority_accuracy,0.5043859649122807,0.03418802678930715,3
combined,random_forest_cell_type_histogram,16,donor_majority_accuracy,0.5533333333333333,0.08485281374238567,2
combined,random_forest_cell_type_histogram,32,donor_majority_accuracy,0.5433333333333333,0.061282587702834124,2
combined,random_forest_cell_type_histogram,64,donor_majority_accuracy,0.5709356725146199,0.03812484284749641,3
combined,random_forest_cell_type_histogram,128,donor_majority_accuracy,0.614780701754386,0.05028376948971304,4
combined,random_forest_cell_type_histogram,256,donor_majority_accuracy,0.6312719298245614,0.05546049885653219,4
combined,random_forest_cell_type_histogram,512,donor_majority_accuracy,0.628421052631579,0.02005532514027122,3
combined,random_forest_cell_type_histogram,1,donor_majority_balanced_accuracy,0.4133414228380858,0.06442956975439457,3
combined,random_forest_cell_type_histogram,2,donor_majority_balanced_accuracy,0.4014053338302504,0.04800886120630769,4
combined,random_forest_cell_type_histogram,4,donor_majority_balanced_accuracy,0.40481297816705214,0.02999270487641733,4
combined,random_forest_cell_type_histogram,8,donor_majority_balanced_accuracy,0.40074031404676563,0.026013021532584196,3
combined,random_forest_cell_type_histogram,16,donor_majority_balanced_accuracy,0.4500516956162117,0.08332922965223602,2
combined,random_forest_cell_type_histogram,32,donor_majority_balanced_accuracy,0.4321236559139785,0.04561979233461593,2
combined,random_forest_cell_type_histogram,64,donor_majority_balanced_accuracy,0.4962115866013716,0.06862218875267294,3
combined,random_forest_cell_type_histogram,128,donor_majority_balanced_accuracy,0.5284757426042882,0.03893089947264671,4
combined,random_forest_cell_type_histogram,256,donor_majority_balanced_accuracy,0.5519950491881109,0.06251757881571385,4
combined,random_forest_cell_type_histogram,512,donor_majority_balanced_accuracy,0.5746076653334719,0.015538856704481477,3
combined,logistic_regression_cell_type_histogram,1,group_accuracy,0.4264801384889289,0.03755659445533514,3
combined,logistic_regression_cell_type_histogram,2,group_accuracy,0.45310065629673113,0.07026602815998807,4
combined,logistic_regression_cell_type_histogram,4,group_accuracy,0.4428069452829439,0.04499481057559404,4
combined,logistic_regression_cell_type_histogram,8,group_accuracy,0.43580718414709296,0.022173977205166673,3
combined,logistic_regression_cell_type_histogram,16,group_accuracy,0.4781785847200689,0.04536793491344045,2
combined,logistic_regression_cell_type_histogram,32,group_accuracy,0.491477233437692,0.026995058905163603,2
combined,logistic_regression_cell_type_histogram,64,group_accuracy,0.5393763392021746,0.019571002772774224,3
combined,logistic_regression_cell_type_histogram,128,group_accuracy,0.5775612020611749,0.05223699668735797,4
combined,logistic_regression_cell_type_histogram,256,group_accuracy,0.5893500567952576,0.06085529684371216,4
combined,logistic_regression_cell_type_histogram,512,group_accuracy,0.5794937416724443,0.034510732617743234,3
combined,logistic_regression_cell_type_histogram,all,group_accuracy,0.6266666666666667,0.0,1
combined,logistic_regression_cell_type_histogram,1,group_balanced_accuracy,0.38575860477511353,0.02809334389860308,3
combined,logistic_regression_cell_type_histogram,2,group_balanced_accuracy,0.36617036378041795,0.0473648226465586,4
combined,logistic_regression_cell_type_histogram,4,group_balanced_accuracy,0.4134690224792456,0.012429923232495475,4
combined,logistic_regression_cell_type_histogram,8,group_balanced_accuracy,0.4277602786493724,0.014861166742878854,3
combined,logistic_regression_cell_type_histogram,16,group_balanced_accuracy,0.48408452584693257,0.0395530179282445,2
combined,logistic_regression_cell_type_histogram,32,group_balanced_accuracy,0.5102010163309654,0.04593661892465002,2
combined,logistic_regression_cell_type_histogram,64,group_balanced_accuracy,0.5373410380818808,0.03337478037262365,3
combined,logistic_regression_cell_type_histogram,128,group_balanced_accuracy,0.5704416433053673,0.04603974037330236,4
combined,logistic_regression_cell_type_histogram,256,group_balanced_accuracy,0.5877683822687073,0.062353087481906176,4
combined,logistic_regression_cell_type_histogram,512,group_balanced_accuracy,0.5904331195845584,0.02832885792313038,3
combined,logistic_regression_cell_type_histogram,all,group_balanced_accuracy,0.6191756272401434,0.0,1
combined,logistic_regression_cell_type_histogram,1,donor_majority_accuracy,0.415906432748538,0.004456738920060225,3
combined,logistic_regression_cell_type_histogram,2,donor_majority_accuracy,0.465,0.0611918658356194,4
combined,logistic_regression_cell_type_histogram,4,donor_majority_accuracy,0.4847807017543859,0.06435311158887824,4
combined,logistic_regression_cell_type_histogram,8,donor_majority_accuracy,0.4867251461988304,0.020000256487531527,3
combined,logistic_regression_cell_type_histogram,16,donor_majority_accuracy,0.5333333333333333,0.018856180831641232,2
combined,logistic_regression_cell_type_histogram,32,donor_majority_accuracy,0.5560526315789474,0.05098612053818786,2
combined,logistic_regression_cell_type_histogram,64,donor_majority_accuracy,0.5795321637426901,0.023259567697701142,3
combined,logistic_regression_cell_type_histogram,128,donor_majority_accuracy,0.6146929824561403,0.022434371301579617,4
combined,logistic_regression_cell_type_histogram,256,donor_majority_accuracy,0.6015350877192982,0.047174255507446534,4
combined,logistic_regression_cell_type_histogram,512,donor_majority_accuracy,0.5753801169590643,0.03697234012804653,3
combined,logistic_regression_cell_type_histogram,1,donor_majority_balanced_accuracy,0.3441639915777847,0.002041603372975562,3
combined,logistic_regression_cell_type_histogram,2,donor_majority_balanced_accuracy,0.37532955955334985,0.05428908354992607,4
combined,logistic_regression_cell_type_histogram,4,donor_majority_balanced_accuracy,0.45827384536714355,0.07801619611131747,4
combined,logistic_regression_cell_type_histogram,8,donor_majority_balanced_accuracy,0.47102389844325326,0.04417344479937911,3
combined,logistic_regression_cell_type_histogram,16,donor_majority_balanced_accuracy,0.5238497725392887,0.035471094408466984,2
combined,logistic_regression_cell_type_histogram,32,donor_majority_balanced_accuracy,0.5705171284808382,0.10051828976079447,2
combined,logistic_regression_cell_type_histogram,64,donor_majority_balanced_accuracy,0.578054300836559,0.04259466853546938,3
combined,logistic_regression_cell_type_histogram,128,donor_majority_balanced_accuracy,0.6243714839272403,0.017966341378346795,4
combined,logistic_regression_cell_type_histogram,256,donor_majority_balanced_accuracy,0.5971799690080418,0.04584613073638543,4
combined,logistic_regression_cell_type_histogram,512,donor_majority_balanced_accuracy,0.6016926994749575,0.021044837584129478,3
combined,cellcnn,2,group_accuracy,0.36829231424547726,0.03620222158766418,3
combined,cellcnn,4,group_accuracy,0.40640844380983343,0.026451169166756126,2
combined,cellcnn,8,group_accuracy,0.40922281813749395,0.01066187855214743,2
combined,cellcnn,16,group_accuracy,0.42472645190672953,0.0014354899697137376,2
combined,cellcnn,32,group_accuracy,0.42339282951647195,0.02673292648443382,2
combined,cellcnn,64,group_accuracy,0.4643153757453137,0.023975041772681446,5
combined,cellcnn,128,group_accuracy,0.47670421118633055,0.024231983095006376,5
combined,cellcnn,256,group_accuracy,0.4912813110635074,0.0452124873525978,5
combined,cellcnn,512,group_accuracy,0.548446784991867,0.0859831437257256,4
combined,cellcnn,2,group_balanced_accuracy,0.4211770921352483,0.012902228776115281,3
combined,cellcnn,4,group_balanced_accuracy,0.4413546053420857,0.0029474501549449925,2
combined,cellcnn,8,group_balanced_accuracy,0.4411179610692606,0.002898940196570259,2
combined,cellcnn,16,group_balanced_accuracy,0.41373461411903123,0.014727632247808582,2
combined,cellcnn,32,group_balanced_accuracy,0.3911672925352073,0.041891242016220215,2
combined,cellcnn,64,group_balanced_accuracy,0.42066520575134136,0.029824732059958056,5
combined,cellcnn,128,group_balanced_accuracy,0.4402384116662345,0.03267965056411653,5
combined,cellcnn,256,group_balanced_accuracy,0.4777594693463826,0.04920548558069191,5
combined,cellcnn,512,group_balanced_accuracy,0.560066990693475,0.08787461782477182,4
combined,cellcnn,2,donor_majority_accuracy,0.37333333333333335,0.08110350040397626,3
combined,cellcnn,4,donor_majority_accuracy,0.45333333333333337,0.056568542494923775,2
combined,cellcnn,8,donor_majority_accuracy,0.42666666666666664,0.05656854249492382,2
combined,cellcnn,16,donor_majority_accuracy,0.45999999999999996,0.009428090415820656,2
combined,cellcnn,32,donor_majority_accuracy,0.43333333333333335,0.06599663291074442,2
combined,cellcnn,64,donor_majority_accuracy,0.4707368421052632,0.0256567776035105,5
combined,cellcnn,128,donor_majority_accuracy,0.481298245614035,0.04007602808519399,5
combined,cellcnn,256,donor_majority_accuracy,0.4786315789473684,0.05701138968137019,5
combined,cellcnn,512,donor_majority_accuracy,0.5583771929824561,0.11183219770358307,4
combined,cellcnn,2,donor_majority_balanced_accuracy,0.45616704043428175,0.025579445268715716,3
combined,cellcnn,4,donor_majority_balanced_accuracy,0.5243830119907705,0.004642275718011041,2
combined,cellcnn,8,donor_majority_balanced_accuracy,0.4587977483451622,0.08312328426690307,2
combined,cellcnn,16,donor_majority_balanced_accuracy,0.4460824551341793,0.01833216334422529,2
combined,cellcnn,32,donor_majority_balanced_accuracy,0.3933596726700175,0.08005514502758908,2
combined,cellcnn,64,donor_majority_balanced_accuracy,0.4282601232406572,0.03513873875378286,5
combined,cellcnn,128,donor_majority_balanced_accuracy,0.44874964025269926,0.045863353428976454,5
combined,cellcnn,256,donor_majority_balanced_accuracy,0.4681210356919478,0.046203552991050355,5
combined,cellcnn,512,donor_majority_balanced_accuracy,0.5750748529356706,0.10984677235223059,4
combined,scagg,2,group_accuracy,0.43884370510993215,0.09362535232826219,3
combined,scagg,4,group_accuracy,0.44691897970792416,0.03173475976547141,2
combined,scagg,8,group_accuracy,0.4665266323821906,0.00739898295189684,2
combined,scagg,16,group_accuracy,0.3527465925596758,0.060245987380222354,2
combined,scagg,32,group_accuracy,0.44809019904258,0.07166560186447482,2
combined,scagg,64,group_accuracy,0.46575928804224,0.06971783758636524,5
